x_id,x_kind,disposition,pressure_id,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
notation:fields,Notation,exercised,PR-LIST-REQUIRED,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",notation:fields,none,not-applicable,all 15 constructs parsed under this notation with no ambiguity except the list<> case,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,n/a,model-defect,"Goal.claim_floor is 'list<ref<Capability>>, required: true'. notation does not say whether `required` on a list type means 'key present' or 'non-empty'. The instance writes [] and a checker cannot decide whether that conforms.",ambiguous: encoded as an empty list; a rejecting counterexample cannot be constructed until the notation resolves,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
notation:relations,Notation,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",notation:relations,none,not-applicable,name/target/cardinality/inverse/rule consumed mechanically,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,n/a,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
notation:types,Notation,construct-pressure,PR-RECORD-DIGEST,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",notation:types,none,not-applicable,"text, timestamp, digest, bool, ref<X>, list<ref<X>>, enum[...] and map all exercised. `list` (bare) and `list<text>` appear in the model but are NOT in the declared type vocabulary.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,n/a,S3 also notes form/owner/extension_owner are undocumented in notation,model-defect; project-evolution-candidate,"Record.content_digest is a required digest. Eleven of the 22 Record instances cannot supply one: Unimatrix exposes no content digest through its read API, the forge exposes none for an Issue, and the cycle service exposes none. The overwritten skill state was never captured at all. Sentinels are written and every one is reported by the checker as MODEL-FORCED-APPROXIMATION.",HALF REPRESENTABLE: file-backed Records carry real sha256 values; every service-backed Record cannot.,expose a content digest on knowledge-node reads,"a digest is what lets a later reader prove a cited node is the node that was cited; the run's own goal-owner re-read #316-#319 and could verify ids, status and edges but not content - it says so explicitly",preserves; a digest adds verifiability and moves no authority,"a change to a service outside this repository, which this scope cannot cost and must not recommend building",the Unimatrix read API; out of this repository,partially,yes,Record.content_digest becomes satisfiable for knowledge nodes,"whether the model should relax content_digest to optional for externally-custodied Records, or the stores should expose one, is not decidable from one case"
excluded:0,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:0,none,not-applicable,no Feature; the research domain has none. Negative test passes trivially and the software case (W2) is the real test.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:1,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:1,none,not-applicable,"no Qualification object; competence evidence would live on Actor.has_skill attributes, which are empty - the exclusion is not what makes them empty.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:2,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:2,none,not-applicable,"STRONGEST NEGATIVE TEST IN THE CASE. themes.md literally calls the coordinator block an ""authority envelope"", and wfh-010 W1 carried Envelope as candidate noun N7. It maps field-for-field onto DL-COORD-STANDING (autonomy_tier, effect_grants, resource_ceiling, escalation_conditions, definition_custodian_ref) with nothing left over. Envelope is NOT needed.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:3,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:3,none,not-applicable,authority reaches every Actor through SC-COL's root or a Delegation chain; no AuthorityBasis object was wanted.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:4,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:4,none,not-applicable,evidence is Records under GT-COVERAGE (assessment.evidence_set); no EvidenceItem needed.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:5,Excluded,construct-pressure,PR-RECORD-INPLACE-OVERWRITE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:5,none,not-applicable,"no RecordVersion object, and Record versions are carried as a version integer. But the historical versions exist only in git, whose ids were rewritten - so the exclusion is fine and the custody is not.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,enforcement-gap,"I1 says history is superseded, never overwritten, and Record.supersedes says correction never overwrites history. RC-COV-R2 was AMENDED IN PLACE twice after publication (commit 2929599 modified reports/coverage-r2.md), and the findings Records were edited in place across three rework passes and one correction pass. No Record identity was reissued; the prior versions survive only in the git object store - whose own identities were later rewritten (PR-BASELINE-REWRITE). The run's honest practice of retaining the superseded verdict verbatim INSIDE the amended file is a convention, not a model or tool guarantee.","representable as a version increment; the model's supersession semantics are satisfied by narrative, not by the store",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
excluded:6,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:6,none,not-applicable,all seven appear only as Event types; the instance has no Signal/Decision/Transition/Assessment/Outcome/EffectRequest/EffectReceipt section and the checker confirms it.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:7,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:7,none,not-applicable,"EV-017 (request) and EV-018/019/020 (dispositions) are separate; one request produced five dispositions, which a merged event could not represent.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:8,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:8,none,not-applicable,"no organizational-level Capability kinds (no Capability at all); GO-WFH is a Goal and SC-PROG is its Scope, never conflated; Attempt is not a Unit subtype; lesson is not an Event type - #320 is a finding Record.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:9,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:9,none,not-applicable,"no universal lifecycle imposed: Unit states are Workflow-owned, Record lifecycle is Category-owned, and the registries stay open.",wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
excluded:10,Excluded,exercised,not-applicable,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",excluded:10,none,not-applicable,A0 goal-owner has evaluative weight and no effect authority; A0 git has powerful effects and no judgment. Autonomy is neither authority nor evidence strength.,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),not-applicable,see instance + wfh-008-validate.py output,specified-not-enforced,negative test,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
