x_class,model_path,disposition,instance_ref,value_or_witness,provenance,custody,applicable_checks,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
invariant,invariants.I7,construct-pressure,GT-06,"SPECIFIED-NOT-ENFORCED, adversely. Gate 3c's independence could not be established from any record and the project did not fail closed - it merged. 153 of 226 feature directories carry the gate-3c report vnc-045 lacks; vnc-045 is the ONLY feature with 3a and 3b but no 3c.",forge,not-applicable,not-applicable,specified-not-enforced,not-applicable,enforcement-gap|project-evolution-candidate|historical-evidence-gap,reports/gate-3c-report.md is absent at 37c7b09a while 153-of-226 sibling features at the same commit carry it; 'Gate 3c PASS' is claimed in the PR body and RC-10; the only Stage-3c record (RC-14) is authored by the tester under assessment.,reject,"[CF-05] Require the gate-3c report as a forge-side branch-protection check on main (preferred), or a human pre-merge checklist item against the file.","T01 already declares Gate 3c mandatory with an independent assessor and a fixed output path, and 153 of 226 feature directories produce it; the change makes an already-documented, already-normal behaviour non-bypassable.","Authority moves AWAY from the governed actors to an externally custodied boundary; no bar, outcome or consequence changes; an absent report blocks rather than auto-passes. Recorded risk: a file-exists predicate raises the cost of an unrecorded gate, it does not attest the assessment happened.",Moderate: repository-admin configuration plus a check script; changes the merge path for every feature; needs an exemption path for features with no Stage 3c.,GitHub branch protection on dug-21/unimatrix:main; a CI check script; uni-delivery-protocol Gate 3c and Phase 4,partial,true,retain,Whether the Gate 3c assessment occurred and went uncommitted is unresolvable from the fixed alphabet; no project change settles it retrospectively.
invariant,invariants.I8,construct-pressure,"GT-06,RC-14",The merged record infers success from missing evidence: 'Gate 3c PASS' appears in the PR body with no assessment behind it. V5 surfaces this as a missing required Record rather than letting the claim stand.,forge,not-applicable,not-applicable,specified-not-enforced,not-applicable,enforcement-gap|project-evolution-candidate|historical-evidence-gap,reports/gate-3c-report.md is absent at 37c7b09a while 153-of-226 sibling features at the same commit carry it; 'Gate 3c PASS' is claimed in the PR body and RC-10; the only Stage-3c record (RC-14) is authored by the tester under assessment.,reject,"[CF-05] Require the gate-3c report as a forge-side branch-protection check on main (preferred), or a human pre-merge checklist item against the file.","T01 already declares Gate 3c mandatory with an independent assessor and a fixed output path, and 153 of 226 feature directories produce it; the change makes an already-documented, already-normal behaviour non-bypassable.","Authority moves AWAY from the governed actors to an externally custodied boundary; no bar, outcome or consequence changes; an absent report blocks rather than auto-passes. Recorded risk: a file-exists predicate raises the cost of an unrecorded gate, it does not attest the assessment happened.",Moderate: repository-admin configuration plus a check script; changes the merge path for every feature; needs an exemption path for features with no Stage 3c.,GitHub branch protection on dug-21/unimatrix:main; a CI check script; uni-delivery-protocol Gate 3c and Phase 4,partial,true,retain,Whether the Gate 3c assessment occurred and went uncommitted is unresolvable from the fixed alphabet; no project change settles it retrospectively.
invariant,invariants.I9,exercised,"CP-01,TE-01","Held affirmatively: no capability was moved to proven off this delivery, by explicit pre-registered ruling. CP-01's own 'proven' is carried as a doc-claim, not demonstrated to this run.",doc-claim,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I10,exercised,SK-01..SK-03,Held: no Skill is treated as a Capability or as authority anywhere in the case. Weak-positive - nothing tested it.,inference,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I11,exercised,TE-01,"STRONGEST CONFORMING WITNESS. 'Do NOT mark any capability proven off vnc-045' is the project's own pre-registered ruling, made twice by an independent reviewer and honoured at delivery.",doc-claim,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I12,construct-pressure,"EB-01,DL-01..13","SPECIFIED-NOT-ENFORCED. Autonomy is not authority - and no EffectBoundary disposition in the case demonstrates ANY delegated authority, because EB-01 authenticates one principal and enforces nothing about agents. The invariant is right and the project has no point at which it bites.",forge,not-applicable,not-applicable,specified-not-enforced,not-applicable,enforcement-gap,"SPECIFIED-NOT-ENFORCED. Autonomy is not authority - and no EffectBoundary disposition in the case demonstrates ANY delegated authority, because EB-01 authenticates one principal and enforces nothing about agents. The invariant is right and the project has no point at which it bites.",specified-not-enforced,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
invariant,invariants.I13,exercised,"CP-01,CP-02",Both capabilities are required by GO-01.,doc-claim,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I14,exercised,CP-01,KI-AUDIT's meaning is unchanged when its governed surface expands to a new op; only the evidence set grows.,doc-claim,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I15,exercised,"UN-03,AT-03,AT-04",Unit identity survives the GT-04 rework; each execution is an Attempt. Verifiable at the document altitude only - both attempts collapse into commit 3afc2c49.,doc-claim,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,project-evolution-candidate,RC-09 flags as open a WARN already fixed by 843d0049 24 minutes earlier and pins no commit; AT-03's required baseline_ref does not survive (both GT-04 iterations collapse into 3afc2c49).,represented-with-gap,"[CF-02] Add reviewed_commit: <sha> to the gate-report template, written by the validator from git rev-parse HEAD.",T01 already declares 'Gates check committed HEAD' and makes the leader commit before the gate; a review that cannot name what it reviewed cannot be re-run.,"Purely additive provenance; bar, outcomes, consequences, assessor and independence predicate untouched.",Low: one template line and one command per gate; does not recover AT-03's pre-commit baseline.,uni-delivery-protocol Gate 3a/3b/3c spawn templates; gate-report templates,partial,true,retain,not-applicable
invariant,invariants.I16,exercised,"UN-01,UN-02",MODEL WIN. The human scope reduction changed the intended outcome and V5 forces two Units with a replaces edge; the project reused one identifier and overwrote in place.,repo-artifact,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
invariant,invariants.I17,construct-pressure,DL-02..DL-13,"SPECIFIED-NOT-ENFORCED and demonstrably violated on the effect axis: derived grants run under the same credentials as the root, so no derived Delegation is actually narrower. Authority does reach every Actor through a chain from SC-01 - but only as an inference.",inference,not-applicable,not-applicable,specified-not-enforced,not-applicable,enforcement-gap,"SPECIFIED-NOT-ENFORCED and demonstrably violated on the effect axis: derived grants run under the same credentials as the root, so no derived Delegation is actually narrower. Authority does reach every Actor through a chain from SC-01 - but only as an inference.",specified-not-enforced,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
invariant,invariants.I18,exercised,"WF-01,WF-02","DEMONSTRATED: PR #929 changed 57 files, none under .claude/. Adaptation-as-event holds for the ADR deferral (EV-06) and fails for SCOPE.md, which was edited in place with no adaptation record of its own.",forge,not-applicable,not-applicable,none - no common checker implements this model,not-applicable,project-evolution-candidate|historical-evidence-gap,"EV-05 exists only as the dated phrase 'scope reduced by human 2026-07-07' inside seven documents written by the actors it governed; no forge object, no commit; occurred_at unavailable at the declared timestamp type.",represented-with-gap,"[CF-03] Post one issue comment stating the scope decision, its rationale and its time, at the human gate, before regeneration.","vnc-045's own thesis is that an append-only record is the primary control, applied to a single tag mutation at millisecond precision; the same organisation left its most consequential decision unrecorded.",Custody strictly improves: the record moves from actor-authored paraphrase to forge-custodied primary source; no authority moves toward the governed activity.,Very low: one comment per scope decision; does not retroactively supply EV-05.,uni-design-protocol Phase 1 / Phase 2d human gates; uni-delivery-protocol merge gate,partial,true,retain,not-applicable
